Index,TimeElapsed,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,Amount,Status
1,137696.0,2.06579136834152,-0.0656129336937311,-1.13047037866475,0.384727630282781,-0.0757359283677619,-1.12830861738469,0.186186452419203,-0.326401799339171,0.551485565781622,0.071901750691535,-0.873314137297647,0.389151242809873,0.0887825570861927,0.267724430870314,0.0514368256998687,-0.0616223127589278,-0.341495005751741,-0.820559503165796,0.200597985154245,-0.212460550861365,-0.296820804116975,-0.72828803751008,0.318848926321192,-0.110235589205129,-0.280067192106313,0.204708502627643,-0.0716132856720347,-0.0608143138126632,5.37,0
2,161961.0,2.09503701539861,-1.17544895844631,-1.52076453437843,-0.918476963461308,-0.48109641221875,-0.488949276128436,-0.525731714655958,-0.273566183819662,-0.0638726279149101,0.759855973505886,-1.79714556694928,-0.866861309776106,0.405156458929494,-0.35467488081874,-0.0221583880704178,1.09119695703053,-0.107479855782628,-0.757384423143162,0.795549124652023,0.18125260226987,0.565299764104852,1.58026674566416,-0.318743723294456,-0.9015489293192,0.403101317722855,0.302832611621061,-0.0347508273695385,-0.058507560075023,104.4,0
3,153055.0,-0.584961157001709,-4.60065324830248,-2.43089315347996,0.969314450517668,-0.657149636660913,2.22595048649424,0.971258330028054,0.299290942114955,1.15244774849001,-0.86547912929275,0.643266752076333,0.995613651825096,-0.669748318391654,0.648798420488461,0.43569623546237,-0.542873327664097,0.11984181778209,-0.7579916999814,-0.603119366937996,2.24867184786944,0.461197766879285,-1.34965528539642,-0.676797843795388,-0.975495499573205,-0.972022233978629,-1.12025639613123,-0.154142450631278,0.168296505617887,1279.42,0
4,135992.0,2.09662880805828,-0.0053569421444303,-1.97750555840468,0.300357392601753,0.555053346226563,-0.520263171606612,0.0440113663872023,-0.075661452198343,0.797990598680858,-0.335599751260119,-1.31428973207625,-0.957374881518877,-1.61211596652966,-0.518824226885488,0.487759170756102,0.502800577559347,0.429880293760891,0.0019296309368993,0.200394867993337,-0.250111083618505,-0.413231857824419,-1.16991535689439,0.296059168501194,-0.117854404671131,-0.260554657190639,0.216644401288285,-0.072525146157838,-0.03977814425268,5.49,0
5,156412.0,1.93048002944169,-0.293869226851071,-0.260770297461082,0.479326264860205,-0.654626988063591,-0.725121028433829,-0.334855602568196,-0.164047826045748,1.1020929690541,-0.209092400818335,-0.6057229551031,1.14423360627803,1.24524351179295,-0.257659409550855,0.527831025508137,0.138757751985877,-0.603406739247669,-0.33404433746758,-0.0958731245915769,-0.0980325086932433,-0.149454982265045,-0.283249007130222,0.335576309188838,0.0344426450660721,-0.401095146770949,-0.631618027230881,0.037458937915347,-0.0232386290032693,34.99,0
6,81799.0,-0.919898238203673,-0.356502251980389,1.12782144155804,-2.49473231978648,-1.00385864893252,-0.538542867409117,-0.443255825286888,0.389396947775534,-2.90976562644504,0.626096768863566,0.554377960397355,-0.272603609091894,0.824710313243833,-0.0318774227016961,-0.829597499517352,0.115614632699034,0.0413862111459226,0.827406889962872,-0.458586682287367,-0.225992463283655,0.146572269280746,0.450833932564915,-0.157821897492295,0.0082309909866317,0.292291727447763,-0.18267610981825,-0.0525587517740612,-0.0121882344438929,64.6,0
7,132091.0,-1.11567614774878,1.74182160238428,-1.56485789839799,-1.63072255020337,1.58646939370537,-1.09780808005092,1.39596681749257,0.0950551847778394,-0.437334926879702,-1.0822559773191,-1.55667051220475,-1.1507463913533,-1.36165585098004,-0.25032584295633,-0.470048531308488,0.756999393309396,0.0756661374131654,0.192379248378806,-1.30643726075177,-0.315231875244971,0.0835963449618883,-0.0373322167613289,-0.345630551689359,-0.0674695618680584,0.296516446903761,0.373733830497444,-0.280575855225043,0.144424092459695,5.86,0
8,88672.0,-3.85988078691481,2.63288131193679,-5.2642653095088,3.44611314661501,-0.675231056544998,-1.90495945391597,-3.2910408690196,-0.985766040904484,-1.16811416733417,-3.93629417027159,4.25656448730292,-6.60065448140166,0.0056263764660214,-9.9585309187018,2.47135790380837,-5.7001414199952,-6.38809273753128,-1.83815930102503,2.99317350708135,-0.178626358366056,1.66411901528299,0.785075271950043,0.0684124857414983,0.778960915978384,-0.863165919910699,-0.0068096144164965,-1.06573404007904,1.77332644564776,1.18,1
9,59564.0,-0.379409833019189,1.08304540068367,1.36953549572141,-0.154963639482741,0.230442068407259,-0.592436775422055,0.750516854200319,-0.0766081346072264,-0.472268316812759,-0.334218521654086,-0.720736751845615,0.172716088316406,0.846959638141203,-0.0325478498362486,0.804619319802977,0.309937108332351,-0.616069198944283,-0.278571815409943,0.196296818189385,0.163132520964297,-0.25146268351867,-0.626844812808849,-0.0885695095678639,-0.114179662844473,-0.102281271226242,0.099638702471035,0.268864399321106,0.11760793611537,4.49,0
10,76745.0,-0.429442044040932,0.525154079822243,-0.194623555520089,0.0915150194572009,2.69685624023464,3.45153309620607,-0.0222616965227227,0.951241402290804,-0.714464887039514,0.145952348473294,-0.178030438587114,-0.25205518176176,0.0136853256012278,0.430303333089638,1.43829862473674,0.0358328148340101,-0.582566810167826,0.39272540952045,1.08647468507087,0.444345758169313,-0.156200151103513,-0.613566561482195,0.0260687537832433,0.962661082179886,0.15164466736337,-0.396465726271789,0.297567406852512,0.106711176737988,34.9,0
11,63582.0,-1.34004641612133,0.588895996844712,1.87095252089057,1.2327552000802,-0.041494888443199,-0.346923219256388,-0.141211553365705,0.203812334732613,-0.424358414220731,-0.0560170066313993,0.234627633585954,0.888385001886068,1.46002490727948,-0.0714705216201984,1.73568992342162,-0.407870580208613,0.130281351925182,-0.381539908371517,0.155872931884823,0.0179566233539279,0.13230971250063,0.430013918273219,-0.140850342845247,0.432304951715744,-0.606366486778616,-0.487816934049309,-0.304499710921526,-0.146293066932467,8.09,0
12,50829.0,1.13174165819339,-0.10348311270979,1.16439911121332,1.15172753517054,-0.777914162529643,0.309224113381714,-0.679992739331446,0.268062285682986,0.678167487095638,-0.0281031690720025,0.588298013802059,0.978798441018537,-0.151200245946576,-0.151267404974383,-0.48074550252037,0.377508820427281,-0.609065665721326,0.5593438414968,0.202623916700309,-0.121113438333027,-0.0337255553698619,0.0654683899920839,-0.0558647931367165,0.0094355023665175,0.423101450381617,-0.405893152386401,0.0670768286656421,0.0246042604705346,9.99,0
13,64996.0,-1.21664643831185,0.605966895883694,1.39524158282122,-0.200808441626938,-0.286102737604736,-0.072113783660234,-0.0530612982356534,0.727445359797465,-0.0346892381863712,-0.81438761784993,0.662877370934376,0.411883252693477,-1.74605661069762,0.484526730323359,-1.36800980506423,-0.163308704022347,0.174600526927357,-0.270242991848466,-0.483420156080921,-0.366124609030089,0.141147596472722,0.281634664363729,-0.104485146172644,0.229799213995996,-0.226572884462404,0.213114266107533,-0.176186268714856,0.0436321483297314,12.31,0
14,108024.0,-0.638195514254508,1.50718878675367,-0.716965654086148,-0.445725268637606,0.632587363172351,-0.531144391816809,0.38004741988943,0.379217966583432,1.0886491531896,-0.844723932744736,1.96919126962702,-1.7977661240165,1.42849308200623,0.873368282437202,-1.63053057093738,0.507110316793135,1.11066156662832,0.458551446685591,-0.290652991485006,-0.0405298257770387,-0.402584710597982,-0.917131361335343,0.161559138679828,0.533337708705222,-0.454287329242271,0.0480157101192258,0.0516617425950658,0.0502157260894549,9.99,0
15,118768.0,2.10482886488245,-0.667394159123137,-1.06494886796805,-0.538047996813789,-0.839296692012683,-1.01062078254239,-0.839636077518587,-0.182238180725817,-0.0160219743905929,0.0532678228781288,-0.219816444252607,-0.46779336676396,0.698526643242256,-2.2033351372231,0.323391110982931,1.58855174587743,1.39468383029893,-0.596096831380257,0.130264045502016,0.0858710958239243,0.257892024837372,0.841357581597324,0.0894583324394359,-0.121570823751076,-0.149183919844681,-0.0864637977075729,0.0330244079736501,-0.0085741310175686,32.37,0
